[0.39] In camera.cpp Camera::Initialize - device found 
[0.39] In main.cpp Camera Connection Initialized 
[0.39] Initializing FSM DAC - Commanding DAC_FULL_RESET =  2621441 
[0.39] fsmWrite - channel =  8 , data =  40 
[1.93] fsmWrite - channel =  9 , data =  57 
[1.93] fsmWrite - channel =  10 , data =  229 
[1.94] fsmWrite - channel =  8 , data =  0 
[1.94] fsmWrite - channel =  9 , data =  57 
[1.94] fsmWrite - channel =  10 , data =  147 
[1.94] fsmWrite - channel =  8 , data =  1 
[1.94] fsmWrite - channel =  9 , data =  114 
[1.94] fsmWrite - channel =  10 , data =  77 
[1.94] fsmWrite - channel =  8 , data =  3 
[1.94] fsmWrite - channel =  9 , data =  106 
[1.94] fsmWrite - channel =  10 , data =  139 
[1.94] fsmWrite - channel =  8 , data =  18 
[1.94] fsmWrite - channel =  9 , data =  65 
[1.94] fsmWrite - channel =  10 , data =  85 
[1.95] fsmWrite - channel =  8 , data =  0 
[1.95] fsmWrite - channel =  9 , data =  52 
[1.95] fsmWrite - channel =  10 , data =  55 
[1.95] fsmWrite - channel =  8 , data =  1 
[1.95] fsmWrite - channel =  9 , data =  119 
[1.95] fsmWrite - channel =  10 , data =  169 
[1.95] fsmWrite - channel =  8 , data =  3 
[1.95] fsmWrite - channel =  9 , data =  96 
[1.95] fsmWrite - channel =  10 , data =  229 
[1.95] fsmWrite - channel =  8 , data =  18 
[1.95] fsmWrite - channel =  9 , data =  74 
[1.95] fsmWrite - channel =  10 , data =  251 
[1.96] fsmWrite - channel =  8 , data =  0 
[1.96] fsmWrite - channel =  9 , data =  50 
[1.96] fsmWrite - channel =  10 , data =  20 
[1.96] fsmWrite - channel =  8 , data =  1 
[1.96] fsmWrite - channel =  9 , data =  121 
[1.96] fsmWrite - channel =  10 , data =  204 
[1.96] fsmWrite - channel =  8 , data =  3 
[1.97] fsmWrite - channel =  9 , data =  85 
[1.97] fsmWrite - channel =  10 , data =  240 
[1.97] fsmWrite - channel =  8 , data =  18 
[1.97] fsmWrite - channel =  9 , data =  85 
[1.97] fsmWrite - channel =  10 , data =  240 
[1.98] In calibration.cpp Calibration::run - Pair 90 [ 1706.54111 , 813.85526 ] for FSM [ -0.27000 , -0.00000 ] 
[1.98] fsmWrite - channel =  8 , data =  0 
[1.98] fsmWrite - channel =  9 , data =  51 
[1.98] fsmWrite - channel =  10 , data =  117 
[1.98] fsmWrite - channel =  8 , data =  1 
[1.98] fsmWrite - channel =  9 , data =  120 
[1.98] fsmWrite - channel =  10 , data =  107 
[1.98] fsmWrite - channel =  8 , data =  3 
[1.98] fsmWrite - channel =  9 , data =  74 
[1.98] fsmWrite - channel =  10 , data =  188 
[1.98] fsmWrite - channel =  8 , data =  18 
[1.98] fsmWrite - channel =  9 , data =  97 
[1.98] fsmWrite - channel =  10 , data =  36 
[1.99] fsmWrite - channel =  8 , data =  0 
[1.99] fsmWrite - channel =  9 , data =  56 
[1.99] fsmWrite - channel =  10 , data =  73 
[1.99] fsmWrite - channel =  8 , data =  1 
[1.99] fsmWrite - channel =  9 , data =  115 
[1.99] fsmWrite - channel =  10 , data =  151 
[1.99] fsmWrite - channel =  8 , data =  3 
[1.99] fsmWrite - channel =  9 , data =  64 
[1.99] fsmWrite - channel =  10 , data =  101 
[1.99] fsmWrite - channel =  8 , data =  18 
[2.00] fsmWrite - channel =  9 , data =  107 
[2.00] fsmWrite - channel =  10 , data =  123 
[2.00] fsmWrite - channel =  8 , data =  0 
[2.00] fsmWrite - channel =  9 , data =  64 
[2.01] fsmWrite - channel =  10 , data =  41 
[2.01] fsmWrite - channel =  8 , data =  1 
[2.01] fsmWrite - channel =  9 , data =  107 
[2.01] fsmWrite - channel =  10 , data =  183 
[2.01] fsmWrite - channel =  8 , data =  3 
[2.01] fsmWrite - channel =  9 , data =  55 
[2.01] fsmWrite - channel =  10 , data =  246 
[2.01] fsmWrite - channel =  8 , data =  18 
[2.01] fsmWrite - channel =  9 , data =  115 
[2.01] fsmWrite - channel =  10 , data =  234 
[2.02] fsmWrite - channel =  8 , data =  0 
[2.02] fsmWrite - channel =  9 , data =  74 
[2.02] fsmWrite - channel =  10 , data =  94 
[2.02] fsmWrite - channel =  8 , data =  1 
[2.02] fsmWrite - channel =  9 , data =  97 
[2.02] fsmWrite - channel =  10 , data =  130 
[2.02] fsmWrite - channel =  8 , data =  3 
[2.02] fsmWrite - channel =  9 , data =  50 
[2.02] fsmWrite - channel =  10 , data =  82 
[2.02] fsmWrite - channel =  8 , data =  18 
[2.02] fsmWrite - channel =  9 , data =  121 
[2.02] fsmWrite - channel =  10 , data =  142 
[2.03] fsmWrite - channel =  8 , data =  0 
[2.03] fsmWrite - channel =  9 , data =  85 
[2.03] fsmWrite - channel =  10 , data =  240 
[2.03] fsmWrite - channel =  8 , data =  1 
[2.03] fsmWrite - channel =  9 , data =  85 
[2.03] fsmWrite - channel =  10 , data =  240 
[2.03] fsmWrite - channel =  8 , data =  3 
[2.04] fsmWrite - channel =  9 , data =  48 
[2.04] fsmWrite - channel =  10 , data =  22 
[2.04] fsmWrite - channel =  8 , data =  18 
[2.04] fsmWrite - channel =  9 , data =  123 
[2.04] fsmWrite - channel =  10 , data =  202 
[2.05] fsmWrite - channel =  8 , data =  0 
[2.05] fsmWrite - channel =  9 , data =  97 
[2.05] fsmWrite - channel =  10 , data =  193 
[2.05] fsmWrite - channel =  8 , data =  1 
[2.05] fsmWrite - channel =  9 , data =  74 
[2.05] fsmWrite - channel =  10 , data =  31 
[2.05] fsmWrite - channel =  8 , data =  3 
[2.05] fsmWrite - channel =  9 , data =  49 
[2.05] fsmWrite - channel =  10 , data =  144 
[2.05] fsmWrite - channel =  8 , data =  18 
[2.05] fsmWrite - channel =  9 , data =  122 
[2.05] fsmWrite - channel =  10 , data =  80 
[2.06] fsmWrite - channel =  8 , data =  0 
[2.06] fsmWrite - channel =  9 , data =  108 
[2.06] fsmWrite - channel =  10 , data =  167 
[2.06] fsmWrite - channel =  8 , data =  1 
[2.06] fsmWrite - channel =  9 , data =  63 
[2.06] fsmWrite - channel =  10 , data =  57 
[2.06] fsmWrite - channel =  8 , data =  3 
[2.06] fsmWrite - channel =  9 , data =  54 
[2.07] fsmWrite - channel =  10 , data =  172 
[2.07] fsmWrite - channel =  8 , data =  18 
[2.07] fsmWrite - channel =  9 , data =  117 
[2.07] fsmWrite - channel =  10 , data =  52 
[2.08] fsmWrite - channel =  8 , data =  0 
[2.08] fsmWrite - channel =  9 , data =  117 
[2.08] fsmWrite - channel =  10 , data =  134 
[2.08] fsmWrite - channel =  8 , data =  1 
[2.08] fsmWrite - channel =  9 , data =  54 
[2.08] fsmWrite - channel =  10 , data =  90 
[2.08] fsmWrite - channel =  8 , data =  3 
[2.08] fsmWrite - channel =  9 , data =  62 
[2.08] fsmWrite - channel =  10 , data =  253 
[2.08] fsmWrite - channel =  8 , data =  18 
[2.08] fsmWrite - channel =  9 , data =  108 
[2.08] fsmWrite - channel =  10 , data =  227 
[2.09] fsmWrite - channel =  8 , data =  0 
[2.09] fsmWrite - channel =  9 , data =  123 
[2.09] fsmWrite - channel =  10 , data =  115 
[2.10] fsmWrite - channel =  8 , data =  1 
[2.10] fsmWrite - channel =  9 , data =  48 
[2.10] fsmWrite - channel =  10 , data =  109 
[2.10] fsmWrite - channel =  8 , data =  3 
[2.10] fsmWrite - channel =  9 , data =  73 
[2.10] fsmWrite - channel =  10 , data =  192 
[2.10] fsmWrite - channel =  8 , data =  18 
[2.10] fsmWrite - channel =  9 , data =  98 
[2.10] fsmWrite - channel =  10 , data =  32 
[2.12] In processing.cpp logImage - Saving image telemetry as:  2020-12-15-21-30-15_CALIBRATION_End_exp_100.png 
[2.39] fsmWrite - channel =  8 , data =  0 
[2.39] fsmWrite - channel =  9 , data =  85 
[2.39] fsmWrite - channel =  10 , data =  240 
[2.39] fsmWrite - channel =  8 , data =  1 
[2.39] fsmWrite - channel =  9 , data =  85 
[2.39] fsmWrite - channel =  10 , data =  240 
[2.39] fsmWrite - channel =  8 , data =  3 
[2.39] fsmWrite - channel =  9 , data =  85 
[2.39] fsmWrite - channel =  10 , data =  240 
[2.39] fsmWrite - channel =  8 , data =  18 
[2.39] fsmWrite - channel =  9 , data =  85 
[2.39] fsmWrite - channel =  10 , data =  240 
[2.39] In calibration.cpp Calibration::run - Calculated sensitivity matrix [ -0.00138 0.00019 ; 0.00004 -0.00179 ] 
[2.39] In calibration.cpp Calibration::run - Calculated affine transform [ -0.00150 -0.00003 ; 0.00002 -0.00212 ] + [ 2.31205 ; 1.69527 ] 
[2.39] In main.cpp CMD_CALIB_TEST - Calibration complete. Calib Exposure =  100  us. 
